"id0" "precio0" "valoraciones0" "puntaje0" "personas0" "dormitorios0" "banos0" "estadia0" "distancia0" "dependencias0"
1 -0.0484909921767323 -0.365099883384581 -0.334779425003969 -0.0385735168718529 -0.048176239558234 0.0409837689124292 -0.0965616811721592 -0.0220575348683069 -0.0193583578741641
-0.0484909921767323 1 -0.0539093178363931 -0.0598753085927106 -0.00306037545711694 0.411850114543041 0.111888478362382 0.00254251509742382 -0.0302700232765697 -0.0509699213780903
-0.365099883384581 -0.0539093178363931 1 0.428645330041959 0.0527482569747122 -0.0264771573962963 -0.0147580407627315 -0.0676985685602113 0.0358047733108065 -0.000259760393969148
-0.334779425003969 -0.0598753085927106 0.428645330041959 1 0.0542073476672401 -0.00643045535844293 -0.0157145957288406 0.0180716585245749 0.0200981548632595 -0.00486398149189237
-0.0385735168718529 -0.00306037545711694 0.0527482569747122 0.0542073476672401 1 0.0178678991823639 -0.111532079396794 0.0693240214146 0.0242067907388504 0.0594743913744056
-0.048176239558234 0.411850114543041 -0.0264771573962963 -0.00643045535844293 0.0178678991823639 1 0.234058894518281 0.0871302273599229 -0.0240093816825961 -0.0466758869323994
0.0409837689124292 0.111888478362382 -0.0147580407627315 -0.0157145957288406 -0.111532079396794 0.234058894518281 1 0.0013561677324724 -0.0110120304621443 0.000759315715000662
-0.0965616811721592 0.00254251509742382 -0.0676985685602113 0.0180716585245749 0.0693240214146 0.0871302273599229 0.0013561677324724 1 -0.0376941317414961 -0.0243994349088915
-0.0220575348683069 -0.0302700232765697 0.0358047733108065 0.0200981548632595 0.0242067907388504 -0.0240093816825961 -0.0110120304621443 -0.0376941317414961 1 0.139716696042849
-0.0193583578741641 -0.0509699213780903 -0.000259760393969148 -0.00486398149189237 0.0594743913744056 -0.0466758869323994 0.000759315715000662 -0.0243994349088915 0.139716696042849 1
